"year","zone","measure","value"
"1996","S01002085","Upper Quartile",60000
"2008","S01002085","Upper Quartile",230000
"2006","S01002085","Upper Quartile",189769
"1998","S01002085","Upper Quartile",95495
"1995","S01002085","Upper Quartile",55000
"2007","S01002085","Upper Quartile",243000
"2004","S01002085","Upper Quartile",189000
"1999","S01002085","Upper Quartile",99495
"2011","S01002085","Upper Quartile",190000
"1994","S01002085","Upper Quartile",49950
"2005","S01002085","Upper Quartile",162000
"2012","S01002085","Upper Quartile",182225
"2013","S01002085","Upper Quartile",175000
"2010","S01002085","Upper Quartile",200000
"1993","S01002085","Upper Quartile",43500
"2001","S01002085","Upper Quartile",82550
"2009","S01002085","Upper Quartile",202250
"2000","S01002085","Upper Quartile",125500
"2004","S01002085","Lower Quartile",134000
"2005","S01002085","Lower Quartile",105150
"2006","S01002085","Lower Quartile",125303
"2007","S01002085","Lower Quartile",148500
"2008","S01002085","Lower Quartile",146500
"2009","S01002085","Lower Quartile",134498
"2010","S01002085","Lower Quartile",140000
"2011","S01002085","Lower Quartile",105000
"2012","S01002085","Lower Quartile",98375
"2013","S01002085","Lower Quartile",113000
"2003","S01002085","Lower Quartile",102500
"2002","S01002085","Lower Quartile",67000
"1998","S01002085","Lower Quartile",50250
"1999","S01002085","Lower Quartile",93995
"2000","S01002085","Lower Quartile",76500
"2001","S01002085","Lower Quartile",55000
"1993","S01002085","Lower Quartile",33000
"1994","S01002085","Lower Quartile",35000
"1995","S01002085","Lower Quartile",33500
"1996","S01002085","Lower Quartile",34750
"1997","S01002085","Lower Quartile",40000
"2004","S01002085","Count",14
"2005","S01002085","Count",18
"2006","S01002085","Count",22
"2007","S01002085","Count",22
"2008","S01002085","Count",6
"2009","S01002085","Count",8
"2010","S01002085","Count",6
"2011","S01002085","Count",3
"2012","S01002085","Count",8
"2013","S01002085","Count",3
"2003","S01002085","Count",12
"2002","S01002085","Count",15
"1998","S01002085","Count",19
"1999","S01002085","Count",61
"2000","S01002085","Count",46
"2001","S01002085","Count",20
"1993","S01002085","Count",7
"1994","S01002085","Count",14
"1995","S01002085","Count",15
"1996","S01002085","Count",16
"1997","S01002085","Count",8
"2008","S01002086","Median",146000
"2009","S01002086","Median",144000
"2006","S01002086","Median",120290
"2005","S01002086","Median",110000
"1998","S01002086","Median",48107
"2010","S01002086","Median",147000
"2013","S01002086","Median",148000
"2012","S01002086","Median",135000
"1995","S01002086","Median",39750
"2011","S01002086","Median",124750
"2004","S01002086","Median",124810
"1993","S01002086","Median",38500
"2001","S01002086","Median",67606
"2002","S01002086","Median",80029
"1996","S01002086","Median",41000
"2000","S01002086","Median",55018
"1999","S01002086","Median",60000
"2003","S01002086","Median",93500
"1997","S01002086","Median",50056
"1994","S01002086","Median",38225
"2007","S01002086","Median",155000
"1993","S01002086","Mean",37760
"1994","S01002086","Mean",41501
"1995","S01002086","Mean",43060
"2008","S01002086","Mean",147000
"1996","S01002086","Mean",45102
"2004","S01002086","Mean",127455
"1997","S01002086","Mean",53673
"2005","S01002086","Mean",114312
"2009","S01002086","Mean",156985
"2010","S01002086","Mean",149007
"2011","S01002086","Mean",124750
"2012","S01002086","Mean",149250
"2013","S01002086","Mean",143834
"2006","S01002086","Mean",124511
"2003","S01002086","Mean",103982
"2002","S01002086","Mean",83451
"1998","S01002086","Mean",51079
"1999","S01002086","Mean",68741
"2007","S01002086","Mean",186852
"2000","S01002086","Mean",57226
"2001","S01002086","Mean",71747
"1997","S01002086","Upper Quartile",70000
"2003","S01002086","Upper Quartile",105550
"2002","S01002086","Upper Quartile",85000
"1996","S01002086","Upper Quartile",57632
"2008","S01002086","Upper Quartile",170000
"2006","S01002086","Upper Quartile",135000
"1998","S01002086","Upper Quartile",52000
"1995","S01002086","Upper Quartile",45030
"2007","S01002086","Upper Quartile",209906
"2004","S01002086","Upper Quartile",135000
"1999","S01002086","Upper Quartile",81378
"2011","S01002086","Upper Quartile",125000
"1994","S01002086","Upper Quartile",40500
"2005","S01002086","Upper Quartile",120000
"2012","S01002086","Upper Quartile",161250
"2013","S01002086","Upper Quartile",155000
"2010","S01002086","Upper Quartile",192500
"1993","S01002086","Upper Quartile",42000
"2001","S01002086","Upper Quartile",72138
"2009","S01002086","Upper Quartile",190500
"2000","S01002086","Upper Quartile",60000
"2004","S01002086","Lower Quartile",108500
"2005","S01002086","Lower Quartile",96000
"2006","S01002086","Lower Quartile",101000
"2007","S01002086","Lower Quartile",135000
"2008","S01002086","Lower Quartile",126500
"2009","S01002086","Lower Quartile",124939
"2010","S01002086","Lower Quartile",125000
"2011","S01002086","Lower Quartile",124500
"2012","S01002086","Lower Quartile",127000
"2013","S01002086","Lower Quartile",117000
"2003","S01002086","Lower Quartile",84000
"2002","S01002086","Lower Quartile",73200
"1998","S01002086","Lower Quartile",44559
"1999","S01002086","Lower Quartile",50074
"2000","S01002086","Lower Quartile",47000
"2001","S01002086","Lower Quartile",59530
"1993","S01002086","Lower Quartile",31000
"1994","S01002086","Lower Quartile",35500
"1995","S01002086","Lower Quartile",37250
"1996","S01002086","Lower Quartile",36000
"1997","S01002086","Lower Quartile",42500
"2004","S01002086","Count",12
"2005","S01002086","Count",9
"2006","S01002086","Count",14
"2007","S01002086","Count",23
"2008","S01002086","Count",6
"2009","S01002086","Count",8
"2010","S01002086","Count",7
"2011","S01002086","Count",2
"2012","S01002086","Count",5
"2013","S01002086","Count",6
"2003","S01002086","Count",16
"2002","S01002086","Count",18
"1998","S01002086","Count",17
"1999","S01002086","Count",20
"2000","S01002086","Count",13
"2001","S01002086","Count",16
"1993","S01002086","Count",15
"1994","S01002086","Count",10
"1995","S01002086","Count",12
"1996","S01002086","Count",12
"1997","S01002086","Count",18
"2008","S01002087","Median",152005
"2009","S01002087","Median",143075
"2006","S01002087","Median",143764
"2005","S01002087","Median",140000
"1998","S01002087","Median",47000
"2010","S01002087","Median",130000
"2013","S01002087","Median",125000
"2012","S01002087","Median",151000
"1995","S01002087","Median",43165
"2011","S01002087","Median",133000
"2004","S01002087","Median",137000
"1993","S01002087","Median",42150
"2001","S01002087","Median",72150
"2002","S01002087","Median",92560
"1996","S01002087","Median",44000
"2000","S01002087","Median",66000
"1999","S01002087","Median",60000
"2003","S01002087","Median",103579
"1997","S01002087","Median",58710
"1994","S01002087","Median",40500
"2007","S01002087","Median",152886
"1993","S01002087","Mean",43485
"1994","S01002087","Mean",42562
"1995","S01002087","Mean",44606
"2008","S01002087","Mean",154149
"1996","S01002087","Mean",44377
"2004","S01002087","Mean",143300
"1997","S01002087","Mean",53897
"2005","S01002087","Mean",144046
"2009","S01002087","Mean",147475
"2010","S01002087","Mean",154268
"2011","S01002087","Mean",139662
"2012","S01002087","Mean",143671
"2013","S01002087","Mean",131034
"2006","S01002087","Mean",154303
"2003","S01002087","Mean",111334
"2002","S01002087","Mean",96294
"1998","S01002087","Mean",51260
"1999","S01002087","Mean",63755
"2007","S01002087","Mean",164840
"2000","S01002087","Mean",71651
"2001","S01002087","Mean",80000
"1997","S01002087","Upper Quartile",60000
"2003","S01002087","Upper Quartile",140000
"2002","S01002087","Upper Quartile",115000
"1996","S01002087","Upper Quartile",49000
"2008","S01002087","Upper Quartile",170500
"2006","S01002087","Upper Quartile",180011
"1998","S01002087","Upper Quartile",60000
"1995","S01002087","Upper Quartile",48000
"2007","S01002087","Upper Quartile",195000
"2004","S01002087","Upper Quartile",159000
"1999","S01002087","Upper Quartile",68100
"2011","S01002087","Upper Quartile",146000
"1994","S01002087","Upper Quartile",44500
"2005","S01002087","Upper Quartile",159000
"2012","S01002087","Upper Quartile",166000
"2013","S01002087","Upper Quartile",167000
"2010","S01002087","Upper Quartile",175600
"1993","S01002087","Upper Quartile",51500
"2001","S01002087","Upper Quartile",95111
"2009","S01002087","Upper Quartile",173000
"2000","S01002087","Upper Quartile",78000
"2004","S01002087","Lower Quartile",125123
"2005","S01002087","Lower Quartile",116500
"2006","S01002087","Lower Quartile",123217
"2007","S01002087","Lower Quartile",136550
"2008","S01002087","Lower Quartile",137304
"2009","S01002087","Lower Quartile",125000
"2010","S01002087","Lower Quartile",122000
"2011","S01002087","Lower Quartile",120000
"2012","S01002087","Lower Quartile",120000
"2013","S01002087","Lower Quartile",118000
"2003","S01002087","Lower Quartile",85000
"2002","S01002087","Lower Quartile",79079
"1998","S01002087","Lower Quartile",43500
"1999","S01002087","Lower Quartile",57275
"2000","S01002087","Lower Quartile",60000
"2001","S01002087","Lower Quartile",65000
"1993","S01002087","Lower Quartile",36536
"1994","S01002087","Lower Quartile",39000
"1995","S01002087","Lower Quartile",41000
"1996","S01002087","Lower Quartile",39950
"1997","S01002087","Lower Quartile",44543
"2004","S01002087","Count",21
"2005","S01002087","Count",25
"2006","S01002087","Count",26
"2007","S01002087","Count",26
"2008","S01002087","Count",16
"2009","S01002087","Count",14
"2010","S01002087","Count",11
"2011","S01002087","Count",11
"2012","S01002087","Count",15
"2013","S01002087","Count",9
"2003","S01002087","Count",31
"2002","S01002087","Count",23
"1998","S01002087","Count",15
"1999","S01002087","Count",19
"2000","S01002087","Count",31
"2001","S01002087","Count",19
"1993","S01002087","Count",25
"1994","S01002087","Count",19
"1995","S01002087","Count",21
"1996","S01002087","Count",21
"1997","S01002087","Count",21
"2008","S01002088","Median",357036
"2009","S01002088","Median",227611
"2006","S01002088","Median",309000
"2005","S01002088","Median",249000
"1998","S01002088","Median",90000
"2010","S01002088","Median",305000
"2013","S01002088","Median",250000
"2012","S01002088","Median",307515
"1995","S01002088","Median",83000
"2011","S01002088","Median",166000
"2004","S01002088","Median",275000
"1993","S01002088","Median",66500
"2001","S01002088","Median",170000
"2002","S01002088","Median",145000
"1996","S01002088","Median",86500
"2000","S01002088","Median",138699
"1999","S01002088","Median",100500
"2003","S01002088","Median",235000
"1997","S01002088","Median",94500
"1994","S01002088","Median",83793
"2007","S01002088","Median",259000
"1993","S01002088","Mean",73166
"1994","S01002088","Mean",84793
"1995","S01002088","Mean",84500
"2008","S01002088","Mean",323907
"1996","S01002088","Mean",86385
"2004","S01002088","Mean",256468
"1997","S01002088","Mean",94413
"2005","S01002088","Mean",260390
"2009","S01002088","Mean",225222
"2010","S01002088","Mean",288371
"2011","S01002088","Mean",184782
"2012","S01002088","Mean",326112
"2013","S01002088","Mean",263152
"2006","S01002088","Mean",310190
"2003","S01002088","Mean",222170
"2002","S01002088","Mean",171654
"1998","S01002088","Mean",102057
"1999","S01002088","Mean",107951
"2007","S01002088","Mean",303569
"2000","S01002088","Mean",144938
"2001","S01002088","Mean",170116
"1997","S01002088","Upper Quartile",116638
"2003","S01002088","Upper Quartile",272000
"2002","S01002088","Upper Quartile",205000
"1996","S01002088","Upper Quartile",98429
"2008","S01002088","Upper Quartile",391000
"2006","S01002088","Upper Quartile",349000
"1998","S01002088","Upper Quartile",139000
"1995","S01002088","Upper Quartile",120000
"2007","S01002088","Upper Quartile",372468
"2004","S01002088","Upper Quartile",320000
"1999","S01002088","Upper Quartile",141141
"2011","S01002088","Upper Quartile",215000
"1994","S01002088","Upper Quartile",105000
"2005","S01002088","Upper Quartile",325000
"2012","S01002088","Upper Quartile",435000
"2013","S01002088","Upper Quartile",315775
"2010","S01002088","Upper Quartile",370000
"1993","S01002088","Upper Quartile",86500
"2001","S01002088","Upper Quartile",210000
"2009","S01002088","Upper Quartile",250000
"2000","S01002088","Upper Quartile",162762
"2004","S01002088","Lower Quartile",175000
"2005","S01002088","Lower Quartile",187000
"2006","S01002088","Lower Quartile",224000
"2007","S01002088","Lower Quartile",185000
"2008","S01002088","Lower Quartile",217444
"2009","S01002088","Lower Quartile",185000
"2010","S01002088","Lower Quartile",249999
"2011","S01002088","Lower Quartile",125000
"2012","S01002088","Lower Quartile",249995
"2013","S01002088","Lower Quartile",203500
"2003","S01002088","Lower Quartile",147573
"2002","S01002088","Lower Quartile",135000
"1998","S01002088","Lower Quartile",86500
"1999","S01002088","Lower Quartile",87950
"2000","S01002088","Lower Quartile",108000
"2001","S01002088","Lower Quartile",141141
"1993","S01002088","Lower Quartile",60000
"1994","S01002088","Lower Quartile",58500
"1995","S01002088","Lower Quartile",60000
"1996","S01002088","Lower Quartile",78500
"1997","S01002088","Lower Quartile",72288
"2004","S01002088","Count",21
"2005","S01002088","Count",21
"2006","S01002088","Count",19
"2007","S01002088","Count",18
"2008","S01002088","Count",11
"2009","S01002088","Count",10
"2010","S01002088","Count",9
"2011","S01002088","Count",46
"2012","S01002088","Count",18
"2013","S01002088","Count",17
"2003","S01002088","Count",22
"2002","S01002088","Count",37
"1998","S01002088","Count",11
"1999","S01002088","Count",9
"2000","S01002088","Count",17
"2001","S01002088","Count",13
"1993","S01002088","Count",17
"1994","S01002088","Count",23
"1995","S01002088","Count",7
"1996","S01002088","Count",12
"1997","S01002088","Count",16
"2008","S01002089","Median",270000
"2009","S01002089","Median",182500
"2006","S01002089","Median",245000
"2005","S01002089","Median",196250
"1998","S01002089","Median",85000
"2010","S01002089","Median",291087
"2013","S01002089","Median",303011
"2012","S01002089","Median",290000
"1995","S01002089","Median",90500
"2011","S01002089","Median",330000
"2004","S01002089","Median",235000
"1993","S01002089","Median",97600
"2001","S01002089","Median",158888
"2002","S01002089","Median",157125
"1996","S01002089","Median",79050
"2000","S01002089","Median",110100
"1999","S01002089","Median",109000
"2003","S01002089","Median",152076
"1997","S01002089","Median",94000
"1994","S01002089","Median",97500
"2007","S01002089","Median",220000
"1993","S01002089","Mean",99611
"1994","S01002089","Mean",94863
"1995","S01002089","Mean",101250
"2008","S01002089","Mean",293477
"1996","S01002089","Mean",94819
"2004","S01002089","Mean",219995
"1997","S01002089","Mean",106206
"2005","S01002089","Mean",218947
"2009","S01002089","Mean",225509
"2010","S01002089","Mean",287476
"2011","S01002089","Mean",313524
"2012","S01002089","Mean",281161
"2013","S01002089","Mean",296596
"2006","S01002089","Mean",253227
"2003","S01002089","Mean",176891
"2002","S01002089","Mean",177246
"1998","S01002089","Mean",101485
"1999","S01002089","Mean",124676
"2007","S01002089","Mean",243182
"2000","S01002089","Mean",125090
"2001","S01002089","Mean",191992
"1997","S01002089","Upper Quartile",150000
"2003","S01002089","Upper Quartile",188000
"2002","S01002089","Upper Quartile",231050
"1996","S01002089","Upper Quartile",128500
"2008","S01002089","Upper Quartile",382000
"2006","S01002089","Upper Quartile",345000
"1998","S01002089","Upper Quartile",140111
"1995","S01002089","Upper Quartile",129077
"2007","S01002089","Upper Quartile",290000
"2004","S01002089","Upper Quartile",286500
"1999","S01002089","Upper Quartile",158396
"2011","S01002089","Upper Quartile",364000
"1994","S01002089","Upper Quartile",129080
"2005","S01002089","Upper Quartile",301979
"2012","S01002089","Upper Quartile",345000
"2013","S01002089","Upper Quartile",335500
"2010","S01002089","Upper Quartile",380000
"1993","S01002089","Upper Quartile",132000
"2001","S01002089","Upper Quartile",223500
"2009","S01002089","Upper Quartile",325500
"2000","S01002089","Upper Quartile",151081
"2004","S01002089","Lower Quartile",149000
"2005","S01002089","Lower Quartile",135900
"2006","S01002089","Lower Quartile",158000
"2007","S01002089","Lower Quartile",160007
"2008","S01002089","Lower Quartile",215000
"2009","S01002089","Lower Quartile",154998
"2010","S01002089","Lower Quartile",218000
"2011","S01002089","Lower Quartile",185000
"2012","S01002089","Lower Quartile",220000
"2013","S01002089","Lower Quartile",202500
"2003","S01002089","Lower Quartile",130131
"2002","S01002089","Lower Quartile",121500
"1998","S01002089","Lower Quartile",68157
"1999","S01002089","Lower Quartile",69759
"2000","S01002089","Lower Quartile",88726
"2001","S01002089","Lower Quartile",105125
"1993","S01002089","Lower Quartile",64750
"1994","S01002089","Lower Quartile",47074
"1995","S01002089","Lower Quartile",65500
"1996","S01002089","Lower Quartile",53135
"1997","S01002089","Lower Quartile",65000
"2004","S01002089","Count",17
"2005","S01002089","Count",30
"2006","S01002089","Count",31
"2007","S01002089","Count",25
"2008","S01002089","Count",17
"2009","S01002089","Count",16
"2010","S01002089","Count",18
"2011","S01002089","Count",21
"2012","S01002089","Count",11
"2013","S01002089","Count",18
"2003","S01002089","Count",22
"2002","S01002089","Count",22
"1998","S01002089","Count",27
"1999","S01002089","Count",28
"2000","S01002089","Count",12
"2001","S01002089","Count",24
"1993","S01002089","Count",26
"1994","S01002089","Count",21
"1995","S01002089","Count",20
"1996","S01002089","Count",29
"1997","S01002089","Count",27
"2008","S01002090","Median",350199
"2009","S01002090","Median",266000
"2006","S01002090","Median",285000
"2005","S01002090","Median",232156
"1998","S01002090","Median",116075
"2010","S01002090","Median",265000
"2013","S01002090","Median",345000
"2012","S01002090","Median",202834
"1995","S01002090","Median",96500
"2011","S01002090","Median",310000
"2004","S01002090","Median",200000
"1993","S01002090","Median",67000
"2001","S01002090","Median",200000
"2002","S01002090","Median",193000
"1996","S01002090","Median",86500
"2000","S01002090","Median",181000
"1999","S01002090","Median",147177
"2003","S01002090","Median",235000
"1997","S01002090","Median",100000
"1994","S01002090","Median",98000
"2007","S01002090","Median",330000
"1993","S01002090","Mean",71762
"1994","S01002090","Mean",116341
"1995","S01002090","Mean",92844
"2008","S01002090","Mean",337844
"1996","S01002090","Mean",89858
"2004","S01002090","Mean",211058
"1997","S01002090","Mean",94196
"2005","S01002090","Mean",256660
"2009","S01002090","Mean",277625
"2010","S01002090","Mean",292267
"2011","S01002090","Mean",331467
"2012","S01002090","Mean",238385
"2013","S01002090","Mean",362450
"2006","S01002090","Mean",290368
"2003","S01002090","Mean",240292
"2002","S01002090","Mean",203224
"1998","S01002090","Mean",109150
"1999","S01002090","Mean",124407
"2007","S01002090","Mean",291286
"2000","S01002090","Mean",223756
"2001","S01002090","Mean",236918
"1997","S01002090","Upper Quartile",118000
"2003","S01002090","Upper Quartile",260000
"2002","S01002090","Upper Quartile",250000
"1996","S01002090","Upper Quartile",115000
"2008","S01002090","Upper Quartile",440000
"2006","S01002090","Upper Quartile",374029
"1998","S01002090","Upper Quartile",145000
"1995","S01002090","Upper Quartile",115000
"2007","S01002090","Upper Quartile",359995
"2004","S01002090","Upper Quartile",250000
"1999","S01002090","Upper Quartile",170000
"2011","S01002090","Upper Quartile",400000
"1994","S01002090","Upper Quartile",133013
"2005","S01002090","Upper Quartile",291000
"2012","S01002090","Upper Quartile",307500
"2013","S01002090","Upper Quartile",404500
"2010","S01002090","Upper Quartile",342000
"1993","S01002090","Upper Quartile",91000
"2001","S01002090","Upper Quartile",235075
"2009","S01002090","Upper Quartile",324500
"2000","S01002090","Upper Quartile",250000
"2004","S01002090","Lower Quartile",173000
"2005","S01002090","Lower Quartile",185000
"2006","S01002090","Lower Quartile",187500
"2007","S01002090","Lower Quartile",205000
"2008","S01002090","Lower Quartile",241500
"2009","S01002090","Lower Quartile",140000
"2010","S01002090","Lower Quartile",240000
"2011","S01002090","Lower Quartile",202500
"2012","S01002090","Lower Quartile",100000
"2013","S01002090","Lower Quartile",219000
"2003","S01002090","Lower Quartile",128000
"2002","S01002090","Lower Quartile",141000
"1998","S01002090","Lower Quartile",77125
"1999","S01002090","Lower Quartile",76000
"2000","S01002090","Lower Quartile",146000
"2001","S01002090","Lower Quartile",153001
"1993","S01002090","Lower Quartile",50000
"1994","S01002090","Lower Quartile",70000
"1995","S01002090","Lower Quartile",80025
"1996","S01002090","Lower Quartile",72000
"1997","S01002090","Lower Quartile",59750
"2004","S01002090","Count",17
"2005","S01002090","Count",20
"2006","S01002090","Count",30
"2007","S01002090","Count",31
"2008","S01002090","Count",13
"2009","S01002090","Count",13
"2010","S01002090","Count",15
"2011","S01002090","Count",18
"2012","S01002090","Count",11
"2013","S01002090","Count",10
"2003","S01002090","Count",26
"2002","S01002090","Count",29
"1998","S01002090","Count",20
"1999","S01002090","Count",15
"2000","S01002090","Count",21
"2001","S01002090","Count",25
"1993","S01002090","Count",21
"1994","S01002090","Count",19
"1995","S01002090","Count",25
"1996","S01002090","Count",18
"1997","S01002090","Count",23
"2008","S01002091","Median",150000
"2009","S01002091","Median",150000
"2006","S01002091","Median",145552
"2005","S01002091","Median",142000
"1998","S01002091","Median",60000
"2010","S01002091","Median",144000
"2013","S01002091","Median",155000
"2012","S01002091","Median",164009
"1995","S01002091","Median",44000
"2011","S01002091","Median",140500
"2004","S01002091","Median",130000
"1993","S01002091","Median",36500
"2001","S01002091","Median",72000
"2002","S01002091","Median",95000
"1996","S01002091","Median",49700
"2000","S01002091","Median",75000
"1999","S01002091","Median",60000
"2003","S01002091","Median",122500
"1997","S01002091","Median",46000
"1994","S01002091","Median",39475
"2007","S01002091","Median",135000
"1993","S01002091","Mean",39798
"1994","S01002091","Mean",44523
"1995","S01002091","Mean",49693
"2008","S01002091","Mean",168605
"1996","S01002091","Mean",50706
"2004","S01002091","Mean",130695
"1997","S01002091","Mean",49796
"2005","S01002091","Mean",146861
"2009","S01002091","Mean",162000
"2010","S01002091","Mean",160965
"2011","S01002091","Mean",150000
"2012","S01002091","Mean",164213
"2013","S01002091","Mean",184977
"2006","S01002091","Mean",153625
"2003","S01002091","Mean",122236
"2002","S01002091","Mean",96779
"1998","S01002091","Mean",61165
"1999","S01002091","Mean",63827
"2007","S01002091","Mean",143851
"2000","S01002091","Mean",72577
"2001","S01002091","Mean",76361
"1997","S01002091","Upper Quartile",55000
"2003","S01002091","Upper Quartile",150000
"2002","S01002091","Upper Quartile",120000
"1996","S01002091","Upper Quartile",60000
"2008","S01002091","Upper Quartile",196000
"2006","S01002091","Upper Quartile",185000
"1998","S01002091","Upper Quartile",71250
"1995","S01002091","Upper Quartile",59950
"2007","S01002091","Upper Quartile",175000
"2004","S01002091","Upper Quartile",160500
"1999","S01002091","Upper Quartile",77908
"2011","S01002091","Upper Quartile",200000
"1994","S01002091","Upper Quartile",52500
"2005","S01002091","Upper Quartile",174500
"2012","S01002091","Upper Quartile",188000
"2013","S01002091","Upper Quartile",223500
"2010","S01002091","Upper Quartile",195938
"1993","S01002091","Upper Quartile",44550
"2001","S01002091","Upper Quartile",93500
"2009","S01002091","Upper Quartile",180000
"2000","S01002091","Upper Quartile",86268
"2004","S01002091","Lower Quartile",95000
"2005","S01002091","Lower Quartile",105340
"2006","S01002091","Lower Quartile",123300
"2007","S01002091","Lower Quartile",108000
"2008","S01002091","Lower Quartile",119500
"2009","S01002091","Lower Quartile",145000
"2010","S01002091","Lower Quartile",130000
"2011","S01002091","Lower Quartile",102500
"2012","S01002091","Lower Quartile",144011
"2013","S01002091","Lower Quartile",130000
"2003","S01002091","Lower Quartile",97555
"2002","S01002091","Lower Quartile",72050
"1998","S01002091","Lower Quartile",48774
"1999","S01002091","Lower Quartile",48750
"2000","S01002091","Lower Quartile",56000
"2001","S01002091","Lower Quartile",60000
"1993","S01002091","Lower Quartile",33500
"1994","S01002091","Lower Quartile",36250
"1995","S01002091","Lower Quartile",40000
"1996","S01002091","Lower Quartile",41750
"1997","S01002091","Lower Quartile",40000
"2004","S01002091","Count",29
"2005","S01002091","Count",29
"2006","S01002091","Count",30
"2007","S01002091","Count",31
"2008","S01002091","Count",19
"2009","S01002091","Count",5
"2010","S01002091","Count",12
"2011","S01002091","Count",10
"2012","S01002091","Count",12
"2013","S01002091","Count",11
"2003","S01002091","Count",17
"2002","S01002091","Count",27
"1998","S01002091","Count",36
"1999","S01002091","Count",40
"2000","S01002091","Count",25
"2001","S01002091","Count",28
"1993","S01002091","Count",27
"1994","S01002091","Count",28
"1995","S01002091","Count",35
"1996","S01002091","Count",27
"1997","S01002091","Count",35
"2008","S01002092","Median",277500
"2009","S01002092","Median",270000
"2006","S01002092","Median",298000
"2005","S01002092","Median",301375
"1998","S01002092","Median",97000
"2010","S01002092","Median",421125
"2013","S01002092","Median",360000
"2012","S01002092","Median",332500
"1995","S01002092","Median",87225
"2011","S01002092","Median",327050
"2004","S01002092","Median",370370
"1993","S01002092","Median",114500
"2001","S01002092","Median",176112
"2002","S01002092","Median",224200
"1996","S01002092","Median",124000
"2000","S01002092","Median",168000
"1999","S01002092","Median",129338
"2003","S01002092","Median",242500
"1997","S01002092","Median",143460
"1994","S01002092","Median",112159
"2007","S01002092","Median",310777
"1993","S01002092","Mean",114286
"1994","S01002092","Mean",120632
"1995","S01002092","Mean",96946
"2008","S01002092","Mean",351529
"1996","S01002092","Mean",124422
"2004","S01002092","Mean",360256
"1997","S01002092","Mean",159509
"2005","S01002092","Mean",350309
"2009","S01002092","Mean",290933
"2010","S01002092","Mean",442855
"2011","S01002092","Mean",307164
"2012","S01002092","Mean",358474
"2013","S01002092","Mean",418889
"2006","S01002092","Mean",332727
"2003","S01002092","Mean",252419
"2002","S01002092","Mean",225937
"1998","S01002092","Mean",111422
"1999","S01002092","Mean",171187
"2007","S01002092","Mean",348853
"2000","S01002092","Mean",191991
"2001","S01002092","Mean",173922
"1997","S01002092","Upper Quartile",226050
"2003","S01002092","Upper Quartile",310000
"2002","S01002092","Upper Quartile",330000
"1996","S01002092","Upper Quartile",150000
"2008","S01002092","Upper Quartile",477000
"2006","S01002092","Upper Quartile",402500
"1998","S01002092","Upper Quartile",148000
"1995","S01002092","Upper Quartile",116400
"2007","S01002092","Upper Quartile",409000
"2004","S01002092","Upper Quartile",475000
"1999","S01002092","Upper Quartile",230000
"2011","S01002092","Upper Quartile",395000
"1994","S01002092","Upper Quartile",167000
"2005","S01002092","Upper Quartile",469500
"2012","S01002092","Upper Quartile",524500
"2013","S01002092","Upper Quartile",635000
"2010","S01002092","Upper Quartile",588093
"1993","S01002092","Upper Quartile",156100
"2001","S01002092","Upper Quartile",250000
"2009","S01002092","Upper Quartile",351500
"2000","S01002092","Upper Quartile",263720
"2004","S01002092","Lower Quartile",230000
"2005","S01002092","Lower Quartile",212000
"2006","S01002092","Lower Quartile",242500
"2007","S01002092","Lower Quartile",257000
"2008","S01002092","Lower Quartile",216000
"2009","S01002092","Lower Quartile",175000
"2010","S01002092","Lower Quartile",312000
"2011","S01002092","Lower Quartile",190000
"2012","S01002092","Lower Quartile",226000
"2013","S01002092","Lower Quartile",305000
"2003","S01002092","Lower Quartile",217000
"2002","S01002092","Lower Quartile",115000
"1998","S01002092","Lower Quartile",73500
"1999","S01002092","Lower Quartile",93528
"2000","S01002092","Lower Quartile",110000
"2001","S01002092","Lower Quartile",90000
"1993","S01002092","Lower Quartile",71171
"1994","S01002092","Lower Quartile",76000
"1995","S01002092","Lower Quartile",79217
"1996","S01002092","Lower Quartile",92500
"1997","S01002092","Lower Quartile",96667
"2004","S01002092","Count",13
"2005","S01002092","Count",22
"2006","S01002092","Count",20
"2007","S01002092","Count",21
"2008","S01002092","Count",10
"2009","S01002092","Count",15
"2010","S01002092","Count",12
"2011","S01002092","Count",9
"2012","S01002092","Count",14
"2013","S01002092","Count",7
"2003","S01002092","Count",14
"2002","S01002092","Count",23
"1998","S01002092","Count",25
"1999","S01002092","Count",12
"2000","S01002092","Count",14
"2001","S01002092","Count",10
"1993","S01002092","Count",14
"1994","S01002092","Count",27
"1995","S01002092","Count",12
"1996","S01002092","Count",17
"1997","S01002092","Count",20
"2008","S01002093","Median",173000
"2009","S01002093","Median",165750
"2006","S01002093","Median",149000
"2005","S01002093","Median",132697
"1998","S01002093","Median",56829
"2010","S01002093","Median",156000
"2013","S01002093","Median",130000
"2012","S01002093","Median",152000
"1995","S01002093","Median",42000
"2011","S01002093","Median",150000
"2004","S01002093","Median",118000
"1993","S01002093","Median",39250
"2001","S01002093","Median",70284
"2002","S01002093","Median",88144
"1996","S01002093","Median",45875
"2000","S01002093","Median",65525
"1999","S01002093","Median",60000
"2003","S01002093","Median",80334
"1997","S01002093","Median",55007
"1994","S01002093","Median",43113
"2007","S01002093","Median",160000
"1993","S01002093","Mean",40439
"1994","S01002093","Mean",44495
"1995","S01002093","Mean",42614
"2008","S01002093","Mean",166342
"1996","S01002093","Mean",47632
"2004","S01002093","Mean",117284
